Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,
RFDI,First Trust RiverFront Dynamic Developed International ETF,55.21,494129610.42,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rfdi,
RFEM,First Trust RiverFront Dynamic Emerging Markets ETF,57.14,102852114.28,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rfem,
RFEU,First Trust RiverFront Dynamic Europe ETF,56.67,87838613.34,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rfeu,
FID,First Trust S&P International Dividend Aristocrats ETF,16.2683,11387842.5366,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fid,
FTSL,First Trust Senior Loan Fund ETF,47.87,1907619595.74,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftsl,
FYX,First Trust Small Cap Core AlphaDEX Fund,61.58,658906123.16,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fyx,
FYC,First Trust Small Cap Growth AlphaDEX Fund,45.01,400589090.02,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fyc,
RNSC,First Trust Small Cap US Equity Select ETF,21.3281,5332067.6562,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rnsc,
FYT,First Trust Small Cap Value AlphaDEX Fund,35.79,64422071.58,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fyt,
SDVY,First Trust SMID Cap Rising Dividend Achievers ETF,20.05,4010040.1,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sdvy,
FKO,First Trust South Korea AlphaDEX Fund,22.29,2229044.58,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fko,
FCVT,First Trust SSI Strategic Convertible Securities ETF,28.64,201912057.28,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fcvt,
FDIV,First Trust Strategic Income ETF,48.3799,84664921.7598,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fdiv,
FSZ,First Trust Switzerland AlphaDEX Fund,45.77,176214591.54,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fsz,
FIXD,First Trust TCW Opportunistic Fixed Income ETF,48.58,352205097.16,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fixd,
TUSA,First Trust Total US Market AlphaDEX ETF,32.6607,14697380.3214,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tusa,
FKU,First Trust United Kingdom AlphaDEX Fund,35.35,8837570.7,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fku,
RNDV,First Trust US Equity Dividend Select ETF,21.4,5350042.8,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rndv,
FUNC,First United Corporation,19.49,138036814.07,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/func,
FUSB,"First US Bancshares, Inc.",9.34,56901745.76,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fusb,
MYFW,"First Western Financial, Inc.",12.71,95873995.74,n/a,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/myfw,
FCFS,"FirstCash, Inc.",82.06,3596871562.9,n/a,1991,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/fcfs,
SVVC,"Firsthand Technology Value Fund, Inc.",12.07,88136902.22,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/svvc,
FSV,FirstService Corporation,74.32,2574963627.92,n/a,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/fsv,
FISV,"Fiserv, Inc.",77.66,30945240541.82,n/a,1986,Technology,EDP Services,https://www.nasdaq.com/symbol/fisv,
FIVE,"Five Below, Inc.",122.21,6810381760.38,n/a,2012,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/five,
FPRX,"Five Prime Therapeutics, Inc.",11.26,399344029.72,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fprx,
FVE,Five Star Senior Living Inc.,0.64,32373020.16,n/a,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/fve,
FIVN,"Five9, Inc.",41.49,2438448454.44,n/a,2014,Technology,EDP Services,https://www.nasdaq.com/symbol/fivn,
FLEX,Flex Ltd.,7.81,4112639940.2,n/a,1994,Technology,Electrical Products,https://www.nasdaq.com/symbol/flex,
FLKS,"Flex Pharma, Inc.",0.472,8528792.672,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/flks,
FLXN,"Flexion Therapeutics, Inc.",16.41,621229054.17,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/flxn,
SKOR,FlexShares Credit-Scored US Corporate Bond Index Fund,48.6,63180048.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/skor,
LKOR,FlexShares Credit-Scored US Long Corporate Bond Index Fund,48.11,26460548.11,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lkor,
MBSD,FlexShares Disciplined Duration MBS Index Fund,22.7038,70381802.7038,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mbsd,
ASET,FlexShares Real Assets Allocation Index Fund,26.8147,14077744.3147,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aset,
ESGG,FlexShares STOXX Global ESG Impact Index Fund,91.46,77741091.46,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/esgg,
ESG,FlexShares STOXX US ESG Impact Index Fund,64.909,29209114.909,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/esg,
QLC,FlexShares US Quality Large Cap Index Fund,33.58,62123033.58,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qlc,
FPAY,"FlexShopper, Inc.",0.7234,12717277.958,n/a,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/fpay,
FPAYW,"FlexShopper, Inc.",0.23,0,n/a,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/fpayw,
FLXS,"Flexsteel Industries, Inc.",24.7,194016104.1,n/a,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/flxs,
FLIR,"FLIR Systems, Inc.",46.27,6401364088.42,n/a,1993,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/flir,
FLNT,"Fluent, Inc.",3.68,277072094.4,n/a,n/a,Consumer Services,Advertising,https://www.nasdaq.com/symbol/flnt,
FLDM,Fluidigm Corporation,7.55,296885690.4,n/a,2011,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/fldm,
FFIC,Flushing Financial Corporation,22.99,643752691.78,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ffic,
FNCB,FNCB Bancorp Inc.,9.2,154737173.6,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fncb,
FOMX,Foamix Pharmaceuticals Ltd.,3.98,216047804.64,n/a,2014,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/fomx,
FOCS,Focus Financial Partners Inc.,31.99,2089283790.72,n/a,2018,Finance,Investment Managers,https://www.nasdaq.com/symbol/focs,
FONR,Fonar Corporation,21.8,141375877.6,n/a,1981,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/fonr,
FSCT,"ForeScout Technologies, Inc.",25.4,1062690203.8,n/a,2017,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/fsct,
FRSX,Foresight Autonomous Holdings Ltd.,2.41,3644223.66,1512126,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/frsx,
FORM,"FormFactor, Inc.",14.2,1052253157,n/a,2003,Technology,Semiconductors,https://www.nasdaq.com/symbol/form,
FORTY,Formula Systems (1985) Ltd.,40,6390080,159752,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/forty,
FORR,"Forrester Research, Inc.",42.19,770558160,n/a,1996,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/forr,
FRTA,"Forterra, Inc.",5.07,325507653.51,n/a,2016,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/frta,
FTNT,"Fortinet, Inc.",73.48,12518802663.4,n/a,2009,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/ftnt,
FBIO,"Fortress Biotech, Inc.",1.11,62914250.55,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fbio,
FBIOP,"Fortress Biotech, Inc.",15.4013,0,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fbiop,
FTSV,"Forty Seven, Inc.",13.1,406729926.6,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ftsv,
FMCI,Forum Merger II Corporation,9.63,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/fmci,
FMCIU,Forum Merger II Corporation,10.15,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/fmciu,
FMCIW,Forum Merger II Corporation,0.54,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/fmciw,
FWRD,Forward Air Corporation,60.67,1780575861.13,n/a,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/fwrd,
FORD,"Forward Industries, Inc.",1.48,14110098,n/a,n/a,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/ford,
FWP,Forward Pharma A/S,1.3668,15696720.738,11484285,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fwp,
FOSL,"Fossil Group, Inc.",19.17,948062471.76,n/a,1993,Consumer Non-Durables,Consumer Specialties,https://www.nasdaq.com/symbol/fosl,
FOXF,Fox Factory Holding Corp.,68.94,2618896787.46,n/a,2013,Consumer Non-Durables,Motor Vehicles,https://www.nasdaq.com/symbol/foxf,
FRAN,Francesca&#39;s Holdings Corporation,2.69,97440060.99,n/a,2011,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/fran,
FELE,"Franklin Electric Co., Inc.",44.29,2070385123.32,n/a,n/a,Consumer Durables,Metal Fabrications,https://www.nasdaq.com/symbol/fele,
FRED,"Fred&#39;s, Inc.",3.33,124076326.14,n/a,1992,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/fred,
RAIL,"Freightcar America, Inc.",10,124616480,n/a,2005,Capital Goods,Railroads,https://www.nasdaq.com/symbol/rail,
FEIM,"Frequency Electronics, Inc.",10.85,94717049.7,n/a,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/feim,
FRPT,"Freshpet, Inc.",34.38,1221747379.74,n/a,2014,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/frpt,
FTDR,"frontdoor, inc.",22.2,0,n/a,n/a,Finance,Diversified Commercial Services,https://www.nasdaq.com/symbol/ftdr,
FTEO,"FRONTEO, Inc.",14.46,783587.4,54190,2013,n/a,n/a,https://www.nasdaq.com/symbol/fteo,
FTR,Frontier Communications Corporation,3.91,412696590,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ftr,
FRPH,"FRP Holdings, Inc.",50.24,504711994.56,n/a,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/frph,
FSBW,"FS Bancorp, Inc.",46.72,173268595.2,n/a,2012,Finance,Banks,https://www.nasdaq.com/symbol/fsbw,
FSBC,"FSB Bancorp, Inc.",16.4,31869349.2,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fsbc,
FTD,"FTD Companies, Inc.",2.7,76205704.5,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ftd,
FTEK,"Fuel Tech, Inc.",1.35,32630289.75,n/a,n/a,Capital Goods,Pollution Control Equipment,https://www.nasdaq.com/symbol/ftek,
FCEL,"FuelCell Energy, Inc.",0.8746,81637612.0054,n/a,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/fcel,
FLGT,"Fulgent Genetics, Inc.",3.52,63428636.48,n/a,2016,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/flgt,
FORK,Fuling Global Inc.,3.42,53968301.1,n/a,2015,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/fork,
FLL,"Full House Resorts, Inc.",2.68,72178212.92,n/a,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/fll,
FULT,Fulton Financial Corporation,16.53,2910866880,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fult,
FNKO,"Funko, Inc.",15.59,754025940,n/a,2017,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/fnko,
FSNN,"Fusion Connect, Inc.",2.62,205575776.94,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/fsnn,
FTFT,Future FinTech Group Inc.,1.4,36423916.2,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/ftft,
FFHL,"Fuwei Films (Holdings) Co., Ltd.",2.32,7576741.84,n/a,2006,Capital Goods,Specialty Chemicals,https://www.nasdaq.com/symbol/ffhl,
FVCB,"FVCBankcorp, Inc.",19.87,202254921.83,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fvcb,
WILC,"G. Willi-Food International,  Ltd.",6.8458,90644642.2154,n/a,n/a,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/wilc,
GTHX,"G1 Therapeutics, Inc.",43.51,1617920742.32,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/gthx,
FOANC,Gabelli NextShares Trust,100.04,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/foanc,
GRBIC,Gabelli NextShares Trust,99.99,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/grbic,
MOGLC,Gabelli NextShares Trust,100.04,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/moglc,
PETZC,Gabelli NextShares Trust,100.04,5002000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/petzc,
GAIA,"Gaia, Inc.",11.85,212116647.15,n/a,1999,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/gaia,
GLPG,Galapagos NV,102.79,1088472810.73,10589287,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/glpg,
GALT,Galectin Therapeutics Inc.,4.73,193522534.15,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/galt,
GLMD,Galmed Pharmaceuticals Ltd.,8.89,186724030.92,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/glmd,
GMDA,Gamida Cell Ltd.,9.65,0,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/gmda,
GLPI,"Gaming and Leisure Properties, Inc.",32.97,7058575522.32,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/glpi,
GPIC,Gaming Partners International Corporation,8.26,66410028.3,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/gpic,
GRMN,Garmin Ltd.,64.98,12268835981.64,n/a,2000,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/grmn,
GARS,Garrison Capital Inc.,7.69,123419516.88,n/a,2013,n/a,n/a,https://www.nasdaq.com/symbol/gars,
GLIBA,"GCI Liberty, Inc.",46.47,5016915791.58,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/gliba,
GLIBP,"GCI Liberty, Inc.",24.63,884093850,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/glibp,
GDS,GDS Holdings Limited,25.73,1262384480.31,49062747,2016,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/gds,
GEMP,Gemphire Therapeutics Inc.,1.21,17261147.31,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/gemp,
GENC,Gencor Industries Inc.,11.64,168706598.16,n/a,n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/genc,
GFN,General Finance Corporation,14.48,387442141.92,n/a,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/gfn,
GFNCP,General Finance Corporation,100.8,0,n/a,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/gfncp,
GFNSL,General Finance Corporation,25.0743,0,n/a,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/gfnsl,
GENE,Genetic Technologies Ltd,1.2,12453535.2,10377946,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/gene,
GNUS,"Genius Brands International, Inc.",2.08,18992450.88,n/a,n/a,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/gnus,
GNMK,"GenMark Diagnostics, Inc.",4.45,249001013.8,n/a,2010,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/gnmk,
GNCA,"Genocea Biosciences, Inc.",0.615,53274974.625,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/gnca,
GHDX,"Genomic Health, Inc.",77.9,2814004836.3,n/a,2005,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/ghdx,
GNPX,"Genprex, Inc.",1.4,21053121.6,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/gnpx,
GNTX,Gentex Corporation,22.07,5784921108.57,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/gntx,
THRM,Gentherm Inc,44.23,1543119549.21,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/thrm,
GEOS,Geospace Technologies Corporation,13.02,177033473.82,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/geos,
GABC,"German American Bancorp, Inc.",31.13,776976969.78,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/gabc,
GERN,Geron Corporation,1.56,290702982.96,n/a,1996,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/gern,
GEVO,"Gevo, Inc.",3.19,27562981.27,n/a,2011,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/gevo,
ROCK,"Gibraltar Industries, Inc.",33.67,1079622119.03,n/a,1993,Capital Goods,Steel/Iron Ore,https://www.nasdaq.com/symbol/rock,
GIGM,GigaMedia Limited,2.62,28956855.7,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/gigm,
GIII,"G-III Apparel Group, LTD.",41.06,2019290684.38,n/a,1989,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/giii,
GILT,Gilat Satellite Networks Ltd.,9.97,546357126.61,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/gilt,
GILD,"Gilead Sciences, Inc.",70.92,91743502883.04,n/a,1992,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/gild,
GBCI,"Glacier Bancorp, Inc.",44.63,3772203113.96,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/gbci,
GLAD,Gladstone Capital Corporation,9.28,257992342.72,n/a,2001,Consumer Non-Durables,Textiles,https://www.nasdaq.com/symbol/glad,
GLADD,Gladstone Capital Corporation,25.2267,0,n/a,n/a,Consumer Non-Durables,Textiles,https://www.nasdaq.com/symbol/gladd,
GLADN,Gladstone Capital Corporation,25.18,0,n/a,n/a,Consumer Non-Durables,Textiles,https://www.nasdaq.com/symbol/gladn,
GOOD,Gladstone Commercial Corporation,19.44,563517252.72,n/a,2003,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/good,
GOODM,Gladstone Commercial Corporation,25.0764,0,n/a,n/a,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/goodm,
GOODO,Gladstone Commercial Corporation,26.8805,30912575,n/a,n/a,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/goodo,
GOODP,Gladstone Commercial Corporation,26.6,26600000,n/a,n/a,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/goodp,
GAIN,Gladstone Investment Corporation,9.8,321660098.2,n/a,2005,n/a,n/a,https://www.nasdaq.com/symbol/gain,
GAINL,Gladstone Investment Corporation,25.4,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gainl,
GAINM,Gladstone Investment Corporation,25.51,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gainm,
LAND,Gladstone Land Corporation,13.23,212614249.68,n/a,1993,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/land,
LANDP,Gladstone Land Corporation,25.446,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/landp,
GLBZ,Glen Burnie Bancorp,11.5723,32529283.9803,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/glbz,
GBT,"Global Blood Therapeutics, Inc.",37.77,1972819560.96,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/gbt,
ENT,Global Eagle Entertainment Inc.,2.48,227405504.64,n/a,2011,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/ent,
GBLI,Global Indemnity Limited,34.09,484617440.16,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/gbli,
GBLIL,Global Indemnity Limited,25.5311,0,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/gblil,
GBLIZ,Global Indemnity Limited,25.2,0,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/gbliz,
SELF,"Global Self Storage, Inc.",4.02,30924348.48,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/self,
GWRS,"Global Water Resources, Inc.",10.5,225448608,n/a,2016,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/gwrs,
DRIV,Global X Autonomous & Electric Vehicles ETF,13.09,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/driv,
KRMA,Global X Conscious Companies ETF,20.06,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/krma,
FINX,Global X FinTech ETF,24.43,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/finx,
AIQ,Global X Future Analytics Tech ETF,13.826,42169327.652,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aiq,
BFIT,Global X Health & Wellness Thematic ETF,18.44,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bfit,
SNSR,Global X Internet of Things ETF,17.77,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/snsr,
LNGR,Global X Longevity Thematic ETF,19.73,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lngr,
MILN,Global X Millennials Thematic ETF,21.58,16188215.42,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/miln,
EFAS,Global X MSCI SuperDividend EAFE ETF,16.1604,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/efas,
QQQC,Global X NASDAQ China Technology ETF,22.53,18024000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qqqc,
BOTZ,Global X Robotics & Artificial Intelligence ETF,19.58,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/botz,
CATH,Global X S&P 500 Catholic Values ETF,33.87,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cath,
SOCL,Global X Social Media ETF,28.11,116656500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/socl,
ALTY,Global X SuperDividend Alternatives ETF,14.5374,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/alty,
SRET,Global X SuperDividend REIT ETF,14.88,2976000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sret,
YLCO,Global X Yieldco Index ETF,11.582,2895500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ylco,
GLBS,Globus Maritime Limited,8.27,264962.53,n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/glbs,
GLUU,Glu Mobile Inc.,7.5,1074352410,n/a,2007,Technology,EDP Services,https://www.nasdaq.com/symbol/gluu,
GLYC,"GlycoMimetics, Inc.",11.92,514195745.84,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/glyc,
